id,state,highway_name,route_no,from_location,to_location,county,person_name,tier,normalized_routes,parsed_from,parsed_to,parsed_county,from_lat,from_lon,from_geocode_source,to_lat,to_lon,to_geocode_source,centroid_lat,centroid_lon,centroid_source,status,confidence,path_length_miles,path_source,error_notes
1371,North Carolina,03-21,,Bob Jordan,,,,5,[],Bob Jordan,,,35.6765244,-78.4067135,photon,,,,35.6765244,-78.4067135,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1372,North Carolina,04-07,,Don Goins,,,,5,[],Don Goins,,,35.6002451,-82.3751229,photon,,,,35.6002451,-82.3751229,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1373,North Carolina,03-15,,C. F. Harvey,,,,5,[],C. F. Harvey,,,35.3309063,-77.4985329,photon,,,,35.3309063,-77.4985329,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1374,North Carolina,03-16,,Dr. Joe C. Padgett,,,,5,[],Dr. Joe C. Padgett,,,35.6907856,-82.0755955,photon,,,,35.6907856,-82.0755955,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1375,North Carolina,03-10,,E. Avery Hightower,,,,5,[],E. Avery Hightower,,,,,,,,,35.630066,-79.806419,state_centroid,centroid_found,very_low,,,phase2: from 'E. Avery Hightower': no result | phase3: osm_name: no result | osrm: no result or missing endpoints
1376,North Carolina,03-11,,Faye Broyhill,,,,5,[],Faye Broyhill,,,35.0511894,-78.9489201,photon,,,,35.0511894,-78.9489201,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1377,North Carolina,04-01,,Luther Hodges,,,,5,[],Luther Hodges,,,35.9495488,-78.9263775,photon,,,,35.9495488,-78.9263775,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1378,North Carolina,03-05,,Jerome C. Davis,,,,5,[],Jerome C. Davis,,,35.9762149,-80.2942107,photon,,,,35.9762149,-80.2942107,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1379,North Carolina,03-04,,"William F. Absher, Jr.",,,,5,[],"William F. Absher, Jr.",,,36.0965498,-80.2625503,photon,,,,36.0965498,-80.2625503,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1380,North Carolina,02-27,,Senator Aaron Pyler,,,,5,[],Senator Aaron Pyler,,,,,,,,,35.630066,-79.806419,state_centroid,centroid_found,very_low,,,phase2: from 'Senator Aaron Pyler': no result | phase3: osm_name: no result | osrm: no result or missing endpoints
1381,North Carolina,02-23,,"J. Vines Cobb, Jr",,,,5,[],"J. Vines Cobb, Jr",,,35.7909012,-77.6441019,photon,,,,35.7909012,-77.6441019,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1382,North Carolina,02-25,,"Senator R.L. ""Bob"" Martin",,,,5,[],"Senator R.L. ""Bob"" Martin",,,35.6765244,-78.4067135,photon,,,,35.6765244,-78.4067135,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1383,North Carolina,05-15,,Carl Moore Story,,,,5,[],Carl Moore Story,,,35.7575268,-78.6497723,photon,,,,35.7575268,-78.6497723,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1384,North Carolina,"Thursday, July 30, 2015",,02-22,,,,5,[],02-22,,,34.4469897,-82.3929273,photon,,,,34.4469897,-82.3929273,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1385,North Carolina,02-18,,John B. Bond,,,,5,[],John B. Bond,,,35.0270901,-76.6884692,photon,,,,35.0270901,-76.6884692,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1386,North Carolina,02-17,,"John J. Burney, Jr",,,,5,[],"John J. Burney, Jr",,,34.3191635,-77.8650015,photon,,,,34.3191635,-77.8650015,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1387,North Carolina,02-15,,Andy Griffith,,,,5,[],Andy Griffith,,,36.5142104,-80.6252466,photon,,,,36.5142104,-80.6252466,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1388,North Carolina,02-13,,George W. Liles,,,,5,[],George W. Liles,,,35.3895413,-80.6543338,photon,,,,35.3895413,-80.6543338,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1389,North Carolina,02-10,,Jake White,,,,5,[],Jake White,,,36.0515887,-79.9913692,photon,,,,36.0515887,-79.9913692,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1390,North Carolina,02-09,,"C.B. ""Charlie"" Griffin, Jr.",,,,5,[],"C.B. ""Charlie"" Griffin, Jr.",,,35.8292261,-80.2474116,photon,,,,35.8292261,-80.2474116,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1391,North Carolina,02-08,,Morris McGough,,,,5,[],Morris McGough,,,35.821888,-78.8483412,photon,,,,35.821888,-78.8483412,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1392,North Carolina,02-06,,Pottery Highway,,,,5,[],Pottery Highway,,,35.2342211,-75.6242695,photon,,,,35.2342211,-75.6242695,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1393,North Carolina,02-04,,Dr. Joy Johnson,,,,5,[],Dr. Joy Johnson,,,35.7702358,-78.711587,photon,,,,35.7702358,-78.711587,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1394,North Carolina,02-01,,"Elmer B. Smith, Sr.",,,,5,[],"Elmer B. Smith, Sr.",,,36.2158453,-77.6274664,photon,,,,36.2158453,-77.6274664,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1395,North Carolina,01-21,,Dr. William Wood,,,,5,[],Dr. William Wood,,,35.7048056,-81.733141,photon,,,,35.7048056,-81.733141,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1396,North Carolina,01-19,,Bryon E. Bryan,,,,5,[],Bryon E. Bryan,,,35.7321573,-78.8615408,photon,,,,35.7321573,-78.8615408,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1397,North Carolina,01-12,,Kannapolis Parkway,,,,5,[],Kannapolis Parkway,,,35.4198923,-80.6739225,photon,,,,35.4198923,-80.6739225,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1398,North Carolina,01-13,,Police Chief Jimmy Bell,,,,5,[],Police Chief Jimmy Bell,,,,,,,,,35.630066,-79.806419,state_centroid,centroid_found,very_low,,,phase2: from 'Police Chief Jimmy Bell': no result | phase3: osm_name: no result | osrm: no result or missing endpoints
1399,North Carolina,01-10,,William Simpson,,,,5,[],William Simpson,,,36.4448721,-77.7452593,photon,,,,36.4448721,-77.7452593,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1400,North Carolina,01-09,,Liston Ramsey,,,,5,[],Liston Ramsey,,,35.954465,-82.5605546,photon,,,,35.954465,-82.5605546,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1401,North Carolina,01-08,,Earnhardt Road,,,,5,[],Earnhardt Road,,,35.4387763,-80.3657085,photon,,,,35.4387763,-80.3657085,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1402,North Carolina,01-07,,Robert Glen Jr. Johnson,,,,5,[],Robert Glen Jr. Johnson,,,,,,,,,35.630066,-79.806419,state_centroid,centroid_found,very_low,,,phase2: from 'Robert Glen Jr. Johnson': no result | phase3: osm_name: no result | osrm: no result or missing endpoints
1403,North Carolina,01-20,,American Indian Highway,,,,5,[],American Indian Highway,,,34.5931518,-79.1114622,photon,,,,34.5931518,-79.1114622,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1404,North Carolina,01-06,,Craig Lawing,,,,5,[],Craig Lawing,,,35.3461724,-80.8725888,photon,,,,35.3461724,-80.8725888,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1405,North Carolina,01-02,,Dr. Jay Robinson,,,,5,[],Dr. Jay Robinson,,,35.063058,-80.7832022,photon,,,,35.063058,-80.7832022,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1406,North Carolina,01-01,,Warren Coleman,,,,5,[],Warren Coleman,,,35.3990874,-80.6078365,photon,,,,35.3990874,-80.6078365,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1407,North Carolina,01-03,,University Drive,,,,5,[],University Drive,,,36.1063398,-79.5027368,photon,,,,36.1063398,-79.5027368,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1408,North Carolina,00-18,,Solon David Smart,,,,5,[],Solon David Smart,,,35.3157045,-81.8564217,photon,,,,35.3157045,-81.8564217,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1409,North Carolina,00-19,,Governor James B. Hunt,,,,5,[],Governor James B. Hunt,,,35.2063235,-78.0686723,photon,,,,35.2063235,-78.0686723,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1410,North Carolina,00-13,,General Hugh Shelton,,,,5,[],General Hugh Shelton,,,,,,,,,35.630066,-79.806419,state_centroid,centroid_found,very_low,,,phase2: from 'General Hugh Shelton': no result | phase3: osm_name: no result | osrm: no result or missing endpoints
1411,North Carolina,00-16,,G. R. Kindley,,,,5,[],G. R. Kindley,,,34.8803305,-79.7787166,photon,,,,34.8803305,-79.7787166,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1412,North Carolina,00-12,,Sgt. Ray Eubanks,,,,5,[],Sgt. Ray Eubanks,,,,,,,,,35.630066,-79.806419,state_centroid,centroid_found,very_low,,,phase2: from 'Sgt. Ray Eubanks': no result | phase3: osm_name: no result | osrm: no result or missing endpoints
1413,North Carolina,02-09,,Korean War Veterans,,,,5,[],Korean War Veterans,,,,,,,,,35.630066,-79.806419,state_centroid,centroid_found,very_low,,,phase2: from 'Korean War Veterans': no result | phase3: osm_name: no result | osrm: no result or missing endpoints
1414,North Carolina,00-15,,Charles Suddreth,,,,5,[],Charles Suddreth,,,35.4980345,-81.8653666,photon,,,,35.4980345,-81.8653666,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1415,North Carolina,00-06,,Dr. Moses Ray,,,,5,[],Dr. Moses Ray,,,35.6854713,-77.949562,photon,,,,35.6854713,-77.949562,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1416,North Carolina,00-07,,L. H. Fountain,,,,5,[],L. H. Fountain,,,35.409885,-77.5008,photon,,,,35.409885,-77.5008,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1417,North Carolina,00-05,,Commander Henry Stevens,,,,5,[],Commander Henry Stevens,,,,,,,,,35.630066,-79.806419,state_centroid,centroid_found,very_low,,,phase2: from 'Commander Henry Stevens': no result | phase3: osm_name: no result | osrm: no result or missing endpoints
1418,North Carolina,00-03,,Charlie Shelton,,,,5,[],Charlie Shelton,,,35.8307042,-77.0358378,photon,,,,35.8307042,-77.0358378,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1419,North Carolina,00-04,,Doc Watson,,,,5,[],Doc Watson,,,36.2187676,-81.6838773,photon,,,,36.2187676,-81.6838773,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1420,North Carolina,00-01,,Jim Graham,,,,5,[],Jim Graham,,,36.0547976,-78.5566875,photon,,,,36.0547976,-78.5566875,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1421,North Carolina,P-144,,Purple Heart Highway,,,,5,[],Purple Heart Highway,,,34.9777194,-80.1100197,photon,,,,34.9777194,-80.1100197,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1422,North Carolina,99-01,,Commander Frank Elkins,,,,5,[],Commander Frank Elkins,,,,,,,,,35.630066,-79.806419,state_centroid,centroid_found,very_low,,,phase2: from 'Commander Frank Elkins': no result | phase3: osm_name: no result | osrm: no result or missing endpoints
1423,North Carolina,98-01,,"Nello Teer, Sr.",,,,5,[],"Nello Teer, Sr.",,,,,,,,,35.630066,-79.806419,state_centroid,centroid_found,very_low,,,"phase2: from 'Nello Teer, Sr.': no result | phase3: osm_name: no result | osrm: no result or missing endpoints"
1424,North Carolina,97-19,,J. Ollie Harris,,,,5,[],J. Ollie Harris,,,35.2524009,-81.3465098,photon,,,,35.2524009,-81.3465098,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1425,North Carolina,97-17,,Marshall Rauch,,,,5,[],Marshall Rauch,,,35.2837613,-81.1721994,photon,,,,35.2837613,-81.1721994,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1426,North Carolina,97-22,,Hector MacLean,,,,5,[],Hector MacLean,,,34.4975908,-79.1145222,photon,,,,34.4975908,-79.1145222,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1427,North Carolina,97-16,,Sam Hunt,,,,5,[],Sam Hunt,,,36.0649288,-79.4674446,photon,,,,36.0649288,-79.4674446,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1428,North Carolina,97-14,,George Coble,,,,5,[],George Coble,,,35.3801835,-77.9367631,photon,,,,35.3801835,-77.9367631,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1429,North Carolina,97-10,,Rev James Andrew Felton,,,,5,[],Rev James Andrew Felton,,,,,,,,,35.630066,-79.806419,state_centroid,centroid_found,very_low,,,phase2: from 'Rev James Andrew Felton': no result | phase3: osm_name: no result | osrm: no result or missing endpoints
1430,North Carolina,97-09,,W. Cliff Martin,,,,5,[],W. Cliff Martin,,,34.9798302,-80.1021558,photon,,,,34.9798302,-80.1021558,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1431,North Carolina,97-08,,"Seddon ""Rusty"" Goode",,,,5,[],"Seddon ""Rusty"" Goode",,,35.2115165,-80.9684283,photon,,,,35.2115165,-80.9684283,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1432,North Carolina,97-04,,Isaac Brooks,,,,5,[],Isaac Brooks,,,35.7967274,-78.8925162,photon,,,,35.7967274,-78.8925162,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1433,North Carolina,97-06,,George T. Young,,,,5,[],George T. Young,,,33.9892044,-84.2121345,photon,,,,33.9892044,-84.2121345,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1434,North Carolina,97-07,,Victory Trail,,,,5,[],Victory Trail,,,35.83761,-81.9453637,photon,,,,35.83761,-81.9453637,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1435,North Carolina,97-05,,David Hoyle,,,,5,[],David Hoyle,,,35.7975653,-80.3448839,photon,,,,35.7975653,-80.3448839,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1436,North Carolina,97-03,,Merle DrymanParkway,,,,5,[],Merle DrymanParkway,,,,,,,,,35.630066,-79.806419,state_centroid,centroid_found,very_low,,,phase2: from 'Merle DrymanParkway': no result | phase3: osm_name: no result | osrm: no result or missing endpoints
1437,North Carolina,96-07,,Bill Lee,,,,5,[],Bill Lee,,,35.1836864,-80.8879561,photon,,,,35.1836864,-80.8879561,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1438,North Carolina,96-05,,W.R. (Bill) Roberson,,,,5,[],W.R. Roberson,,,35.8229609,-77.2934901,photon,,,,35.8229609,-77.2934901,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1439,North Carolina,96-03,,Governor John Motley Morehead,,,,5,[],Governor John Motley Morehead,,,36.0298586,-79.8228243,photon,,,,36.0298586,-79.8228243,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1440,North Carolina,96-02,,M. Q. Plumblee,,,,5,[],M. Q. Plumblee,,,35.7213018,-82.0413403,photon,,,,35.7213018,-82.0413403,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1441,North Carolina,95-11,,Billy Graham,,,,5,[],Billy Graham,,,35.190523,-80.9093089,photon,,,,35.190523,-80.9093089,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1442,North Carolina,95-10,,J.J. Webster,,,,5,[],J.J. Webster,,,35.346211,-83.2193132,photon,,,,35.346211,-83.2193132,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1443,North Carolina,95-09,,W. R. Winkler,,,,5,[],W. R. Winkler,,,35.268775,-82.4808693,photon,,,,35.268775,-82.4808693,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1444,North Carolina,95-05,,Rodney Orr,,,,5,[],Rodney Orr,,,35.3268426,-83.804818,photon,,,,35.3268426,-83.804818,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1445,North Carolina,95-06,,Dr Walter Reed,,,,5,[],Dr Walter Reed,,,36.0816412,-79.8242247,photon,,,,36.0816412,-79.8242247,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1446,North Carolina,75-01,,Robert Burton Nelson Hwy.,,,,5,[],Robert Burton Nelson Hwy.,,,,,,,,,35.630066,-79.806419,state_centroid,centroid_found,very_low,,,phase2: from 'Robert Burton Nelson Hwy.': no result | phase3: osm_name: no result | osrm: no result or missing endpoints
1447,North Carolina,95-04,,Daniel Boone,,,,5,[],Daniel Boone,,,35.3927995,-82.8974224,photon,,,,35.3927995,-82.8974224,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1448,North Carolina,94-10,,Market Street,,,,5,[],Market Street,,,34.2419665,-77.891168,photon,,,,34.2419665,-77.891168,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1449,North Carolina,94-07,,Martin Luther King,,,,5,[],Martin Luther King,,,35.9495488,-78.9263775,photon,,,,35.9495488,-78.9263775,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1450,North Carolina,00-02,,Sgt. Dean Arledge (SHP),,,,5,[],Sgt. Dean Arledge,,,35.277488,-82.1305649,photon,,,,35.277488,-82.1305649,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1451,North Carolina,94-03,,Julian R. Allsbrook,,,,5,[],Julian R. Allsbrook,,,36.4352663,-77.6427782,photon,,,,36.4352663,-77.6427782,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1452,North Carolina,94-01,,Thomas A. Burton,,,,5,[],Thomas A. Burton,,,34.7879486,-77.4879453,photon,,,,34.7879486,-77.4879453,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1453,North Carolina,95-02,,Frank C. Wilson,,,,5,[],Frank C. Wilson,,,36.3268065,-81.8163123,photon,,,,36.3268065,-81.8163123,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1454,North Carolina,93-02,,Trooper Raymond Earl Worley,,,,5,[],Trooper Raymond Earl Worley,,,,,,,,,35.630066,-79.806419,state_centroid,centroid_found,very_low,,,phase2: from 'Trooper Raymond Earl Worley': no result | phase3: osm_name: no result | osrm: no result or missing endpoints
1455,North Carolina,93-07,,Senator Jesse Helms,,,,5,[],Senator Jesse Helms,,,,,,,,,35.630066,-79.806419,state_centroid,centroid_found,very_low,,,phase2: from 'Senator Jesse Helms': no result | phase3: osm_name: no result | osrm: no result or missing endpoints
1456,North Carolina,92-11,,Governor James G. Martin,,,,5,[],Governor James G. Martin,,,35.105476,-80.890635,photon,,,,35.105476,-80.890635,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1457,North Carolina,92-09,,Thomas J. Harrelson,,,,5,[],Thomas J. Harrelson,,,,,,,,,35.630066,-79.806419,state_centroid,centroid_found,very_low,,,phase2: from 'Thomas J. Harrelson': no result | phase3: osm_name: no result | osrm: no result or missing endpoints
1458,North Carolina,92-08,,C. Richard Vaughn,,,,5,[],C. Richard Vaughn,,,35.7255663,-79.7076752,photon,,,,35.7255663,-79.7076752,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1459,North Carolina,92-07,,Bright Leaf,,,,5,[],Bright Leaf,,,35.6663632,-77.6872223,photon,,,,35.6663632,-77.6872223,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1460,North Carolina,92-06,,Trooper Giles A Harmon,,,,5,[],Trooper Giles A Harmon,,,,,,,,,35.630066,-79.806419,state_centroid,centroid_found,very_low,,,phase2: from 'Trooper Giles A Harmon': no result | phase3: osm_name: no result | osrm: no result or missing endpoints
1461,North Carolina,92-04,,"William D. ""Bill"" Cox",,,,5,[],"William D. ""Bill"" Cox",,,34.967125,-78.9465204,photon,,,,34.967125,-78.9465204,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1462,North Carolina,92-03,,James Arthur Callahan,,,,5,[],James Arthur Callahan,,,,,,,,,35.630066,-79.806419,state_centroid,centroid_found,very_low,,,phase2: from 'James Arthur Callahan': no result | phase3: osm_name: no result | osrm: no result or missing endpoints
1463,North Carolina,COMMENTS,,4.8 miles,,,,5,[],4.8 miles,,,35.4048728,-82.7567499,photon,,,,35.4048728,-82.7567499,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1464,North Carolina,91-06,,Freedom Way,,,,5,[],Freedom Way,,,34.2087665,-77.8801463,photon,,,,34.2087665,-77.8801463,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1465,North Carolina,91-05,,Rev. Dr. Howard L. Mitchell,,,,5,[],Rev. Dr. Howard L. Mitchell,,,,,,,,,35.630066,-79.806419,state_centroid,centroid_found,very_low,,,phase2: from 'Rev. Dr. Howard L. Mitchell': no result | phase3: osm_name: no result | osrm: no result or missing endpoints
1466,North Carolina,91-03,,Richard Pugh,,,,5,[],Richard Pugh,,,35.7338676,-79.6702222,photon,,,,35.7338676,-79.6702222,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1467,North Carolina,91-04,,Michael Jordan,,,,5,[],Michael Jordan,,,34.3530515,-77.8850997,photon,,,,34.3530515,-77.8850997,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1468,North Carolina,91-02,,Champion Drive,,,,5,[],Champion Drive,,,36.515542,-77.811569,photon,,,,36.515542,-77.811569,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1469,North Carolina,91-01,,Lake Tahoma Road,,,,5,[],Lake Tahoma Road,,,35.728249,-82.0926194,photon,,,,35.728249,-82.0926194,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1470,North Carolina,90-04,,Old Halifax Road,,,,5,[],Old Halifax Road,,,35.9449269,-78.3031593,photon,,,,35.9449269,-78.3031593,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1471,North Carolina,90-01,,Dr. Charles R. Drew,,,,5,[],Dr. Charles R. Drew,,,34.0184437,-81.0233741,photon,,,,34.0184437,-81.0233741,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1472,North Carolina,89-07,,Robert C. Hunter,,,,5,[],Robert C. Hunter,,,35.4439675,-80.7935327,photon,,,,35.4439675,-80.7935327,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1473,North Carolina,89-06,,James E. Harrington,,,,5,[],James E. Harrington,,,35.7988743,-78.812378,photon,,,,35.7988743,-78.812378,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1474,North Carolina,89-08,,William D. Goldston,,,,5,[],William D. Goldston,,,35.3809593,-77.9306288,photon,,,,35.3809593,-77.9306288,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1475,North Carolina,89-05,,Claude E. Pope,,,,5,[],Claude E. Pope,,,35.7655426,-78.7377209,photon,,,,35.7655426,-78.7377209,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1476,North Carolina,89-04,,Veterans Memorial Highway,,,,5,[],Veterans Memorial Highway,,,,,,,,,35.630066,-79.806419,state_centroid,centroid_found,very_low,,,phase2: from 'Veterans Memorial Highway': no result | phase3: osm_name: no result | osrm: no result or missing endpoints
1477,North Carolina,88-02,,Dr. Charlotte Hawkins Brown,,,,5,[],Dr. Charlotte Hawkins Brown,,,36.0670723,-79.6214225,photon,,,,36.0670723,-79.6214225,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1478,North Carolina,88-11,,"S. B. Lacey, Jr.",,,,5,[],"S. B. Lacey, Jr.",,,35.9495488,-78.9263775,photon,,,,35.9495488,-78.9263775,from_point,centroid_found,medium,,,phase3: osm_name: no result | osrm: no result or missing endpoints
1479,North Carolina,88-07,,James T. Broyhill,,,,5,[],James T. Broyhill,,,,,,,,,35.630066,-79.806419,state_centroid,centroid_found,very_low,,,phase2: from 'James T. Broyhill': no result | phase3: osm_name: no result | osrm: no result or missing endpoints
1480,North Carolina,88-04,,Christopher Fordham,,,,5,[],Christopher Fordham,,,,,,,,,35.630066,-79.806419,state_centroid,centroid_found,very_low,,,phase2: from 'Christopher Fordham': no result | phase3: osm_name: no result | osrm: no result or missing endpoints
1481,North Carolina,"Harvey A. Carpenter, Jr.",,"North I-85 Bus. Loop Bridge/High Point City Limits, Davidson",,,Harvey A. Carpenter,5,[],"North I-85 Bus. Loop Bridge/High Point, Davidson",,,,,,,,,35.630066,-79.806419,state_centroid,centroid_found,very_low,,,"phase2: from 'North I-85 Bus. Loop Bridge/High Point, Davidson': no result | phase3: osm_name: no result | osrm: no result or missing endpoints"
1482,North Carolina,John Motley Morehead III.,,I-40 from NC 147 at the Research Triangle Parkt to US-15-50,,,,5,[],I-40 from NC 147 at the Research Triangle Parkt to US-15-50,,,,,,,,,35.630066,-79.806419,state_centroid,centroid_found,very_low,,,phase2: from 'I-40 from NC 147 at the Research Triangle Parkt to US-15-50': no result | phase3: osm_name: no result | osrm: no result or missing endpoints
1483,North Carolina,Jake Alexander,,Formerly Salisbury Blvd; Rowan County; SR 1004 (Stokes Fer,,,,5,[],Formerly Salisbury Blvd; Rowan County; SR 1004 (Stokes Fer,,,,,,,,,35.630066,-79.806419,state_centroid,centroid_found,very_low,,,phase2: from 'Formerly Salisbury Blvd; Rowan County; SR 1004 (Stokes Fer': no result | phase3: osm_name: no result | osrm: no result or missing endpoints
1484,North Carolina,French Broad Scenic Hwy.,,"NC 251, US 25-70 Bus. to N Woodfin, Buncombe County",,,,5,[],"NC 251, US 25-70 Bus. to N Woodfin, Buncombe County",,,,,,,,,35.630066,-79.806419,state_centroid,centroid_found,very_low,,,"phase2: from 'NC 251, US 25-70 Bus. to N Woodfin, Buncombe County': no result | phase3: osm_name: no result | osrm: no result or missing endpoints"
